A0,A2,A4,A5
35914,城市建筑垃圾和工程渣土处置许可,工程渣土,泰州市城市管理局
35753,交通行政许可申请许可决定书,"中国石化扬子石油化工有限公司:你(单位)于2021-07-21 08:52:50向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 10:00:00至2021-07-22 17:00:00时间内作业。",南京市交通运输局
35754,交通行政许可申请许可决定书,"中国石化销售股份有限公司江苏江阴石油分公司:你(单位)于2021-07-21 07:35:48向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 08:10:00至2021-07-22 23:20:00时间内作业。",江阴市口岸办
35756,关于扬州市江都区针织总厂安置区项目水土保持方案的行政许可决定,扬州龙川控股工程建设有限公司扬州市江都区针织总厂安置区项目位于扬州市江都区仙女镇长江西路南侧，富豪花园路西侧。,扬州市江都区水务局
35750,交通行政许可申请许可决定书,"张家港保税港区港务有限公司:你(单位)于2021-07-21 16:37:17向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 20:00:00至2021-07-22 23:00:00时间内作业。",苏州市交通运输局
35751,交通行政许可申请许可决定书,"南京港龙潭集装箱有限公司:你(单位)于2021-07-21 09:03:42向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 19:00:00至2021-07-23 19:00:00时间内作业。",南京市交通运输局
35752,交通行政许可申请许可决定书,"张家港保税港区港务有限公司:你(单位)于2021-07-21 09:41:23向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 20:00:00至2021-07-23 23:00:00时间内作业。",苏州市交通运输局
35761,建设用地规划许可证,西湖科技创业园四期项目,扬州市自然资源和规划局
35762,建设用地规划许可证,川源智能环保设备项目,扬州市自然资源和规划局
35245,交通行政许可申请许可决定书,"连云港新东方集装箱码头有限公司:你(单位)于2021-07-21 16:16:54向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 00:00:00至2021-07-24 00:00:00时间内作业。",连云港市港口局
35248,交通行政许可申请许可决定书,"中国石化扬子石油化工有限公司:你(单位)于2021-07-21 08:55:41向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 16:00:00至2021-07-23 06:00:00时间内作业。",南京市交通运输局
35247,交通行政许可申请许可决定书,"张家港保税港区港务有限公司:你(单位)于2021-07-21 16:05:31向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 20:00:00至2021-07-23 23:00:00时间内作业。",苏州市交通运输局
35246,交通行政许可申请许可决定书,"连云港新东方集装箱码头有限公司:你(单位)于2021-07-21 16:21:16向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 00:00:00至2021-07-24 00:00:00时间内作业。",连云港市港口局
36707,交通行政许可申请许可决定书,"海门市龙发化工有限公司:你(单位)于2021-07-21 13:06:27向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 13:30:00至2021-07-22 20:00:00时间内作业。",海门市交通运输局
37193,建筑业企业资质的核准,建筑业企业资质证书简单变更,江苏省住房和城乡建设厅
37891,医疗器械生产许可证,II类:14-10创面敷料，14-15病人护理防护用品，14-16其它器械，17-10其他口腔材料,江苏省药品监督管理局
37191,建筑业企业资质的核准,建筑业企业资质证书简单变更,江苏省住房和城乡建设厅
37192,建筑业企业资质的核准,建筑业企业资质证书简单变更,江苏省住房和城乡建设厅
37194,建筑业企业资质的核准,建筑业企业资质证书简单变更,江苏省住房和城乡建设厅
37195,建筑业企业资质的核准,建筑业企业资质证书简单变更,江苏省住房和城乡建设厅
33482,建筑业企业资质的核准,建筑业企业资质证书简单变更,江苏省住房和城乡建设厅
37890,医疗器械注册证,试剂1：内含有生物素标记抗肿瘤相关抗原15-3单克隆抗体（约0.75mg/L，小鼠），pH约6.0的MES缓冲液（约0.05mol/L)，0.1%Proclin300；试剂2：内含有吖啶酯标记抗肿瘤相关抗原15-3单克隆抗体（约0.75mg/L，小鼠），pH约6.0的MES缓冲液（约0.05mol/L)，0.1%Proclin300；磁颗粒：内含链霉亲和素包被的微粒(约0.9mg/mL)，经防腐处理；校准品1：内含人源性的肿瘤相关抗原15-3抗原（约15U/mL)，0.1%新生牛血清，0.1%Proclin300校准品2：内含人源性的肿瘤相关抗原15-3抗原（约150U/mL)，0.1%新生牛血清，0.1%Proclin300校准品3：内含人源性的肿瘤相关抗原15-3抗原（约50U/mL)，0.1%新生牛血清，0.1%Proclin300。,江苏省药品监督管理局
37889,医疗器械生产许可证,III类:08-03急救设备,江苏省药品监督管理局
37190,建筑业企业资质的核准,建筑业企业资质证书简单变更,江苏省住房和城乡建设厅
34408,建筑业企业资质的核准,建筑幕墙工程专业承包贰级,江苏省住房和城乡建设厅
34407,建筑业企业资质的核准,电力工程施工总承包叁级,江苏省住房和城乡建设厅
37182,准予行政许可决定书,新申请劳务派遣,吴中区行政审批局
37183,苏州市吴中区行政审批局准予行政许可决定书,道路普通货物运输,苏州市吴中区行政审批局
37186,行政许可决定书,民办非学历教育机构的变更审批,常州市武进区湖塘镇人民政府
34312,食品经营许可,食品销售经营者,沭阳县市场监督管理局
34311,农作物种子生产经营许可证,常规水稻、小麦,南京市溧水区农业农村局
37893,医疗器械生产许可证,III类:68-40体外诊断试剂II类:22-02生化分析设备，22-04免疫分析设备，68-40体外诊断试剂，6840-1用于蛋白质检测的试剂，6840-2用于糖类检测的试剂，6840-3用于激素检测的试剂，6840-4用于酶类检测的试剂，6840-5用于酯类检测的试剂，6840-8用于药物及药物代谢物检测的试剂，6840-9用于自身抗体检测的试剂，6840-11用于其他生理、生化或免疫功能指标检测的试剂，6840-6用于维生素检测的试剂,江苏省药品监督管理局
37892,医疗器械生产许可证,Ⅲ类:6840-1-与致病性病原体抗原、抗体以及核酸等检测相关的试剂,江苏省药品监督管理局
37765,行政许可决定书,临时性建筑物搭建、堆放物料、占道施工审批,常州市金坛区城市管理局
34102,准予行政许可决定书,特种设备使用登记,如皋市行政审批局
34097,建筑业企业资质的核准,建筑业企业资质证书简单变更,江苏省住房和城乡建设厅
37751,交通行政许可申请许可决定书,"连云港新东方国际货柜码头有限公司:你(单位)于2021-07-21 08:23:40向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-24 00:00:00至2021-07-25 00:00:00时间内作业。",连云港市港口局
37750,交通行政许可申请许可决定书,"江苏梅兰化工有限公司:你(单位)于2021-07-21 09:29:04向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 09:45:50至2021-07-22 17:00:00时间内作业。",泰州市交通运输局
34096,建筑业企业资质的核准,建筑业企业资质证书简单变更,江苏省住房和城乡建设厅
33998,商品房预售许可,燕语光年花园7幢,南京市住房保障和房产局
33492,准予行政许可决定书,停水申请（江海大道站一期）,南通市市政和园林局
34095,建筑业企业资质的核准,建筑业企业资质证书简单变更,江苏省住房和城乡建设厅
34094,建筑业企业资质的核准,建筑业企业资质证书简单变更,江苏省住房和城乡建设厅
34205,准予行政许可决定书,药品零售企业许可—验收,南通市通州区行政审批局
37762,行政许可决定书,公共场所卫生许可（延续）,常州国家高新技术产业开发区(新北区)行政审批局
34217,关于同意江苏鹏拍国际拍卖有限公司经营拍卖业务的批复,国家法律法规和政策允许的有形资产和无形资产的拍卖（依法须经批准的项目，经相关部门批准后方可开展经营活动）,南京市商务局
37764,行政许可决定书,公司变更登记,常州市钟楼区行政审批局(区政务服务管理办公室)
37763,行政许可决定书,特种设备使用登记,武进区行政审批局
37759,行政许可决定书,临时性建筑物搭建、堆放物料、占道施工审批,武进区行政审批局
37755,行政许可决定书,特种设备使用登记,武进区行政审批局
37752,交通行政许可申请许可决定书,"南通东方石油化工港储有限公司:你(单位)于2021-07-21 10:27:09向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 11:00:00至2021-07-22 13:00:00时间内作业。",如皋市港口局
37758,320405YX21004922,第一类、第二类易制毒化学品运输许可,常州市公安局经开分局
37757,行政许可决定书,公司变更登记,常州市钟楼区行政审批局(区政务服务管理办公室)
37181,准予许可决定书,药品零售企业许可变更,苏州市行政审批局
37908,准予行政许可决定书,种畜禽生产经营许可,苏州市吴江区行政审批局
37166,交通行政许可申请许可决定书,"泰州市通江油品装卸有限公司:你(单位)于2021-07-21 16:28:43向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 17:00:00至2021-07-22 22:00:00时间内作业。",泰州市交通运输局
34417,建筑业企业资质的核准,建筑业企业资质证书简单变更,江苏省住房和城乡建设厅
37165,交通行政许可申请许可决定书,"江苏华扬液碳有限责任公司泰兴二氧化碳厂:你(单位)于2021-07-21 16:23:36向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 16:30:00至2021-07-23 16:00:00时间内作业。",泰兴市港口局
37167,交通行政许可申请许可决定书,"张家港保税港区港务有限公司:你(单位)于2021-07-21 09:46:05向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 20:00:00至2021-07-23 23:00:00时间内作业。",苏州市交通运输局
34416,建筑业企业资质的核准,建筑业企业资质证书简单变更,江苏省住房和城乡建设厅
34415,建筑业企业资质的核准,建筑业企业资质证书简单变更,江苏省住房和城乡建设厅
37168,交通行政许可申请许可决定书,"张家港保税港区港务有限公司:你(单位)于2021-07-21 13:32:40向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 20:00:00至2021-07-22 23:00:00时间内作业。",苏州市交通运输局
37169,交通行政许可申请许可决定书,"连云港新东方国际货柜码头有限公司:你(单位)于2021-07-21 15:59:31向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 00:00:00至2021-07-23 00:00:00时间内作业。",连云港市港口局
34418,建筑业企业资质的核准,建筑业企业资质证书简单变更,江苏省住房和城乡建设厅
37153,交通行政许可申请许可决定书,"泰兴太平洋液化气有限公司:你(单位)于2021-07-21 15:09:18向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 16:30:00至2021-07-23 07:00:00时间内作业。",泰兴市港口局
37154,交通行政许可申请许可决定书,"泰州市通江油品装卸有限公司:你(单位)于2021-07-21 16:22:27向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 17:00:00至2021-07-22 20:00:00时间内作业。",泰州市交通运输局
33374,准予行政许可决定书,无线电台（站）设置许可,南通市工业和信息化局
37152,交通行政许可申请许可决定书,"泰兴太平洋液化气有限公司:你(单位)于2021-07-21 14:48:43向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 15:00:00至2021-07-23 03:00:00时间内作业。",泰兴市港口局
37155,交通行政许可申请许可决定书,"张家港保税港区港务有限公司:你(单位)于2021-07-21 16:35:36向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 20:00:00至2021-07-22 23:00:00时间内作业。",苏州市交通运输局
34420,建筑业企业资质的核准,建筑业企业资质证书简单变更,江苏省住房和城乡建设厅
34419,建筑业企业资质的核准,建筑业企业资质证书简单变更,江苏省住房和城乡建设厅
34425,危险化学品经营许可,换证,南通市行政审批局
34421,建筑业企业资质的核准,建筑业企业资质证书简单变更,江苏省住房和城乡建设厅
34414,建筑业企业资质的核准,建筑业企业资质证书简单变更,江苏省住房和城乡建设厅
37895,医疗器械注册证,揿针的针体采用06Cr19Ni10奥氏体不锈钢丝经磨抛绕制而成，按品种分为一次性使用无菌揿针和未灭菌型揿针两种，每种又按针体直径、长度不同分为若干规格。一次性使用无菌揿针又分为A型和B型两种，经环氧乙烷灭菌，一次性使用；未灭菌揿针以非无菌状态提供。,江苏省药品监督管理局
37894,医疗器械注册证,一次性使用导尿管单腔采用医用硅橡胶材料制成，双腔和三腔采用医用硅橡胶材料或天然乳胶材料制成。导尿管按型式不同分为单腔、双腔、三腔三种；按管径不同单腔导尿管分为9种规格，双腔导尿管分9种规格，三腔导尿管分7种规格。该产品以无菌状态提供，经环氧乙烷灭菌。一次性使用。,江苏省药品监督管理局
37896,医疗器械生产许可证,II类:06-18图像显示、处理、传输及打印设备，09-03光治疗设备，15-01手术台，15-02诊疗台,江苏省药品监督管理局
34412,建筑业企业资质的核准,建筑幕墙工程专业承包壹级,江苏省住房和城乡建设厅
34411,建筑业企业资质的核准,建筑装修装饰工程专业承包贰级,江苏省住房和城乡建设厅
37178,准予行政许可决定书,新申请劳务派遣,吴中区行政审批局
37179,生产建设项目水土保持方案审批,生产建设项目水土保持方案,吴中区行政审批局
34410,建筑业企业资质的核准,建筑装修装饰工程专业承包贰级,江苏省住房和城乡建设厅
34409,建筑业企业资质的核准,电力工程施工总承包叁级、输变电工程专业承包叁级,江苏省住房和城乡建设厅
37897,医疗器械生产许可证,III类:02-06手术器械-夹，13-09整形及普通外科植入物II类:02-01手术器械-刀，02-07手术器械-针，02-08手术器械-钩，02-12手术器械-穿刺导引器，02-13手术器械-吻（缝）合器械及材料，02-15手术器械-其他器械，06-16内窥镜辅助用品，14-05非血管内导（插）管，18-01妇产科手术器械,江苏省药品监督管理局
34413,建筑业企业资质的核准,建筑业企业资质证书简单变更,江苏省住房和城乡建设厅
33390,特殊建设工程消防设计审查意见书,句容市住房和城乡建设局关于句容市容广路北侧，容城大道西侧局部地块开发项目（A-028地块）10#幼儿园内装修特殊建设工程消防设计审查,句容市住房和城乡建设局
33387,特殊建设工程消防设计审查意见书,句容市住房和城乡建设局关福地路幼儿园综合教学楼（含地下车库）、门卫特殊建设工程消防设计审查,句容市住房和城乡建设局
33389,公共场所卫生许可（变更）,变更法定代表人为：徐明杰。,镇江市卫生健康委员会
37903,高危险性体育项目经营许可,允许吴江汾湖国际会议中心有限公司经营高危险性体育项目（游泳）,苏州市吴江区文体广电和旅游局
33481,建筑业企业资质的核准,防水防腐保温工程专业承包贰级、建筑装修装饰工程专业承包贰级,江苏省住房和城乡建设厅
37898,医疗器械注册证,一次性使用直线型吻合器及组件由器身、抵钉座、钉仓组件（含钉仓、推钉片、定位轴、吻合钉）组成。每把直线型吻合器出厂附带一个钉仓。该产品以无菌状态提供，经钴-60 辐照灭菌。一次性使用。,江苏省药品监督管理局
33391,下蜀镇建设用地规划审批申请表,符合城乡规划要求，颁发此证,句容市下蜀镇人民政府
33394,食品经营许可,餐饮服务经营者,沭阳县市场监督管理局
33910,食品经营许可,食品销售经营者,沭阳县市场监督管理局
37587,中华人民共和国内河船舶检验证书,船舶法定检验,徐州市地方海事局
37588,中华人民共和国内河船舶检验证书,船舶法定检验,徐州市地方海事局
33591,准予行政许可决定书,公司变更登记,如皋市行政审批局
33587,建筑业企业资质的核准,建筑业企业资质证书简单变更,江苏省住房和城乡建设厅
37595,中华人民共和国内河船舶检验证书,船舶法定检验,徐州市地方海事局
37599,建筑业企业资质的核准,建筑业企业资质证书简单变更,江苏省住房和城乡建设厅
37600,建筑业企业资质的核准,建筑业企业资质证书简单变更,江苏省住房和城乡建设厅
37596,中华人民共和国内河船舶检验证书,船舶法定检验,徐州市地方海事局
37598,建筑业企业资质的核准,建筑业企业资质证书简单变更,江苏省住房和城乡建设厅
33593,准予行政许可决定书,停水申请（濠南路DN500抢修）,南通市市政和园林局
33679,商品房预售许可,水木滨江花园丁香府1幢、2幢、6幢,南京市住房保障和房产局
37567,交通行政许可申请许可决定书,"连云港新东方集装箱码头有限公司:你(单位)于2021-07-21 16:36:57向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 00:00:00至2021-07-24 00:00:00时间内作业。",连云港市港口局
37740,交通行政许可申请许可决定书,"镇江市港龙石化港务有限责任公司:你(单位)于2021-07-21 10:00:18向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 10:05:00至2021-07-22 12:00:00时间内作业。",镇江市交通运输局
33691,商品房预售许可,锦方栖苑东苑07幢、09幢,南京市住房保障和房产局
37568,交通行政许可申请许可决定书,"南京港股份有限公司仪征分公司:你(单位)于2021-07-21 13:26:06向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 18:00:00至2021-07-22 21:40:00时间内作业。",仪征市交通运输局
33600,食品经营许可,食品销售经营者,沭阳县市场监督管理局
33594,准予行政许可决定书,药品零售企业许可换证,南通市行政审批局
37569,交通行政许可申请许可决定书,"中化扬州石化码头仓储有限公司:你(单位)于2021-07-21 13:26:43向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 13:30:00至2021-07-24 13:30:00时间内作业。",仪征市交通运输局
37570,交通行政许可申请许可决定书,"南京惠洋码头有限公司:你(单位)于2021-07-21 16:30:41向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 18:00:00至2021-07-22 22:43:00时间内作业。",南京市交通运输局
37601,建筑业企业资质的核准,建筑业企业资质证书简单变更,江苏省住房和城乡建设厅
37733,医疗器械注册证,一次性使用弧型吻合器及吻切组件根据吻切组件的有效长度，将弧形吻合器分为30、45两种规格，又根据吻合组织厚度的不同，吻合钉的高度分为3.8mm和4.8mm两种尺寸，分别用C、E表示。吻合器45主要由器身、吻切组件及抵钉座组成；吻合器30主要由器身、吻切组件、抵钉座及附件组成；在同一手术中可以使用多个吻切组件，吻合器和吻切组件均为单独包装，吻合器出厂时配置同规格吻切组件一只。该产品以无菌状态提供，经环氧乙烷灭菌，一次性使用。,江苏省药品监督管理局
37734,药品出口准许证,特药-蛋肽出口申请,江苏省药品监督管理局
37731,医疗器械注册证,立式蒸汽灭菌器由外壳、灭菌室、蒸汽发生器、管道系统和控制系统组成。灭菌室材质为SUS304或SUS316L不锈钢板压制而成。,江苏省药品监督管理局
37732,医疗器械注册证,一次性使用配药用注射器由外套、芯杆、活塞和配药针组成，其中配药针由针管、护套、针座组成。产品为三件式，按公称容量不同分为九个规格，配药针分斜面针(XZ)和侧孔针(CZ)，每种包括1.2mm、1.6mm两种规格，配药针的针管管壁分薄壁（TW)、正常壁（RW)。该产品以无菌形式提供，经环氧乙烷灭菌。一次性使用。,江苏省药品监督管理局
37735,药品经营许可证,药品批发许可变更,江苏省药品监督管理局
37738,交通行政许可申请许可决定书,"中国石化集团金陵石油化工有限责任公司:你(单位)于2021-07-21 11:37:29向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 12:00:00至2021-07-23 08:00:00时间内作业。",南京市交通运输局
37737,交通行政许可申请许可决定书,"泰州石油化工有限责任公司:你(单位)于2021-07-21 08:23:16向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-21 17:00:00至2021-07-21 23:10:00时间内作业。",泰州市交通运输局
37736,交通行政许可申请许可决定书,"江苏梅兰化工有限公司:你(单位)于2021-07-21 09:29:30向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 09:45:00至2021-07-22 17:50:00时间内作业。",泰州市交通运输局
37739,交通行政许可申请许可决定书,"张家港保税港区港务有限公司:你(单位)于2021-07-21 16:20:39向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 20:30:00至2021-07-23 21:32:00时间内作业。",苏州市交通运输局
37730,医疗器械生产许可证,III类:01-03高频/射频手术设备及附件II类:02-04手术器械-钳，02-11手术器械-牵开器，02-12手术器械-穿刺导引器，02-15手术器械-其他器械，06-16内窥镜辅助用品，14-05非血管内导（插）管,江苏省药品监督管理局
37606,行政许可决定书,公司变更登记,常州市钟楼区行政审批局(区政务服务管理办公室)
37607,行政许可决定书,分公司变更登记,常州市钟楼区行政审批局(区政务服务管理办公室)
37602,行政许可决定书,公司变更登记,常州市钟楼区行政审批局(区政务服务管理办公室)
37603,行政许可决定书,动物及动物产品检疫合格证核发（动物产地检疫）,武进区农业农村局
37725,医疗器械注册证,一次性使用直线切割吻合器及吻合组件主要由吻合器和吻合组件两部分组成，吻合器由固定手柄、击发推钮、切割刀、活动手柄、组件架和抵钉座组成；吻合组件由推钉片、钉仓座、吻合钉组成；每把切割吻合器配套一个钉仓组件，组件独立包装。一次性使用直线切割吻合器及吻合组件根据切割吻合的有效缝合长度分为55mm、60mm、75mm、80mm、100mm五种型号，每种型号又根据缝合组织厚度的不同分为10种规格，吻合钉的高度分为3.8mm和4.5mm两种尺寸，分别用C、D来表示。该产品以无菌状态提供，经环氧乙烷灭菌，一次性使用。,江苏省药品监督管理局
37728,医疗器械注册证,一次性使用配药用注射器由配药器和配药针组成，其中配药器为中头式或偏头式，由外套、芯杆、活塞和按手等组成；配药针由保护套、针管、连接部和针座组成；外套、芯杆、针座和保护套采用聚丙烯材料制成；活塞采用天然橡胶制成；针管采用X2CrNi18-9材料制成，型式为斜面针管、侧孔针管，外径为1.2mm、1.6mm。该产品以无菌状态提供，经环氧乙烷灭菌，一次性使用。,江苏省药品监督管理局
37729,医疗器械注册证,骨水泥搅拌器根据结构不同分为Ⅰ型和Ⅱ型两种。Ⅰ型由搅拌杯、输送器及附件（搅拌棒、输送器堵头）、漏斗、定位块、软管主要部件组成；Ⅱ型由搅拌杯、输送器、搅拌棒、漏斗主要部件组成。该产品以无菌状态提供，经环氧乙烷灭菌。一次性使用。,江苏省药品监督管理局
37726,医疗器械注册证,多频振动治疗仪由机架、治疗头、传动软轴、动力系统、调速系统、显示系统、电源系统组成。,江苏省药品监督管理局
37727,药品经营许可证,药品批发许可变更,江苏省药品监督管理局
33697,社会团体登记证书,社会团体变更法人:由陈震变更为吴坚,泗洪县民政局
